ID,Date,Element,Data_Value
BKM00014654,2015-03-26,TMAX,183
MJM00013363,2006-09-16,TMIN,123
MJM00013363,2008-09-02,TMAX,280
BKM00014657,2015-03-15,TMAX,169
BKM00014648,2010-11-14,TMAX,188
BKM00014648,2014-01-01,TMAX,112
BKM00014648,2014-07-17,TMAX,318
RIE00100814,2011-04-04,TMAX,214
MJM00013461,2015-03-06,TMAX,125
BKM00014652,2007-06-30,TMAX,116
BKM00014648,2010-01-29,TMAX,66
BKM00014652,2010-05-22,TMIN,4
RIE00100814,2009-08-26,TMIN,156
RIE00100814,2008-09-16,TMAX,140
MJM00013363,2012-08-02,TMAX,301
RIE00100814,2008-09-16,TMIN,106
MJM00013363,2007-02-11,TMAX,136
MJM00013363,2012-12-28,TMAX,80
RIE00100814,2012-03-26,TMAX,168
MJM00013461,2013-10-07,TMAX,202
BKM00014652,2010-05-22,TMAX,30
BKM00014652,2005-12-17,TMAX,-37
MJM00013363,2010-03-07,TMAX,21
BKM00014657,2015-12-25,TMAX,141
MJM00013459,2007-07-21,TMAX,384
MJM00013459,2012-12-13,TMAX,1
BKM00014652,2014-05-22,TMAX,130
MJM00013461,2008-11-21,TMAX,186
MJM00013461,2006-02-21,TMAX,146
BKM00014657,2009-10-16,TMIN,69
MJM00013463,2006-10-16,TMIN,127
RIE00100814,2005-01-13,TMIN,-44
MJM00013363,2013-02-19,TMAX,18
MJM00013463,2012-06-26,TMIN,232
BKM00014654,2015-03-26,TMIN,94
BKM00014657,2015-12-25,TMIN,71
MK000013577,2014-09-15,TMAX,170
MJM00013463,2012-06-26,TMAX,349
BKM00014654,2014-07-08,TMAX,279
MJM00013459,2015-10-08,TMIN,130
BKM00014648,2007-03-13,TMIN,122
BKM00014657,2009-01-09,TMIN,29
BKM00014648,2007-03-13,TMAX,180
RIE00100814,2005-01-13,TMAX,24
BKM00014657,2015-05-30,TMIN,151
MJM00013363,2009-05-27,TMIN,116
MJM00013459,2014-11-15,TMAX,155
RIE00100814,2010-06-11,TMIN,169
BKM00014654,2006-06-29,TMAX,359
MJM00013461,2013-12-31,TMIN,84
MJM00013463,2007-09-24,TMAX,292
BKM00014654,2008-07-10,TMAX,284
BKM00014648,2012-07-04,TMIN,223
BKM00014648,2005-03-30,TMIN,90
MK000013577,2012-10-04,TMAX,190
MJM00013461,2011-10-02,TMAX,296
BKM00014652,2007-02-15,TMAX,-25
MK000013577,2014-07-19,TMAX,227
MK000013577,2007-04-03,TMIN,-8
MJM00013459,2011-12-22,TMAX,30
MJM00013459,2011-05-25,TMAX,260
BKM00014654,2015-09-10,TMIN,110
BKM00014657,2011-09-07,TMIN,226
BKM00014648,2005-03-20,TMAX,170
MJM00013463,2006-04-20,TMIN,125
BKM00014652,2013-06-14,TMIN,61
MK000013577,2011-10-03,TMAX,186
BKM00014648,2012-04-21,TMIN,82
ALM00013615,2014-10-07,TMAX,229
BKM00014652,2007-02-15,TMIN,-67
RIE00100814,2015-03-27,TMAX,164
MK000013577,2006-06-01,TMIN,12
MJM00013461,2006-11-01,TMIN,62
MJM00013463,2007-09-24,TMIN,137
MJM00013461,2012-03-20,TMIN,80
BKM00014654,2008-07-10,TMIN,128
MJM00013463,2010-03-02,TMAX,141
MK000013577,2009-08-03,TMAX,288
MJM00013463,2012-03-02,TMAX,170
MK000013577,2007-04-05,TMAX,63
BKM00014652,2010-02-11,TMAX,-30
MJM00013463,2012-03-02,TMIN,52
BKM00014652,2012-10-14,TMAX,64
MJM00013463,2012-03-20,TMIN,75
MJM00013461,2006-06-16,TMIN,168
ALM00013615,2015-08-25,TMAX,340
MJM00013461,2008-04-02,TMIN,83
BKM00014648,2010-09-17,TMIN,154
BKM00014648,2008-03-09,TMIN,61
BKM00014652,2005-05-16,TMIN,40
BKM00014654,2006-08-10,TMIN,142
MJM00013463,2013-08-27,TMIN,187
MK000013577,2008-01-13,TMAX,42
MJM00013363,2012-08-20,TMIN,78
MJM00013363,2015-07-25,TMIN,129
BKM00014654,2005-03-03,TMAX,48
MJM00013459,2007-07-30,TMIN,167
BKM00014648,2005-11-18,TMIN,54
MK000013577,2012-10-04,TMIN,67
MJM00013363,2011-02-28,TMIN,-27
BKM00014654,2005-03-03,TMIN,-146
BKM00014648,2005-11-18,TMAX,96
MJM00013463,2008-09-20,TMAX,202
RIE00100814,2007-11-18,TMIN,14
MK000013577,2012-11-14,TMAX,83
RIE00100814,2006-12-21,TMAX,17
BKM00014652,2009-06-13,TMAX,85
MJM00013461,2005-08-29,TMIN,200
ALM00013615,2014-12-14,TMAX,185
BKM00014652,2014-08-02,TMAX,129
MJM00013461,2006-06-16,TMAX,267
MK000013577,2007-01-26,TMIN,-7
MJM00013363,2007-06-09,TMAX,242
BKM00014648,2010-07-11,TMIN,210
MJM00013461,2007-04-03,TMIN,91
MJM00013459,2010-01-25,TMIN,-76
MJM00013459,2011-05-25,TMIN,127
MJM00013459,2008-12-12,TMIN,45
MJM00013459,2008-12-12,TMAX,116
BKM00014652,2005-06-11,TMAX,11
ALM00013615,2015-06-01,TMAX,276
MJM00013463,2010-01-25,TMAX,66
RIE00100814,2005-05-11,TMAX,235
MJM00013463,2010-07-21,TMAX,363
BKM00014657,2013-12-31,TMIN,95
BKM00014648,2009-05-31,TMAX,240
BKM00014652,2005-01-18,TMIN,-84
BKM00014654,2006-06-29,TMIN,200
MJM00013459,2012-09-27,TMIN,115
BKM00014652,2013-06-14,TMAX,107
BKM00014652,2014-01-28,TMIN,-105
MJM00013363,2012-06-15,TMIN,85
MJM00013463,2010-06-06,TMIN,168
MJM00013363,2010-08-25,TMAX,301
MK000013577,2007-04-03,TMAX,103
BKM00014657,2013-12-31,TMAX,121
BKM00014657,2015-04-26,TMAX,228
MJM00013461,2012-03-20,TMAX,188
MJM00013459,2011-08-26,TMAX,357
MJM00013461,2009-06-04,TMAX,248
MK000013577,2009-08-03,TMIN,133
MJM00013363,2008-12-23,TMAX,31
MJM00013461,2010-05-22,TMAX,228
MJM00013363,2010-02-27,TMAX,71
MJM00013459,2005-10-28,TMIN,64
MJM00013459,2005-10-28,TMAX,235
RIE00100814,2006-12-21,TMIN,-12
RIE00100814,2009-08-19,TMIN,166
MK000013577,2014-09-15,TMIN,80
BKM00014652,2013-07-12,TMAX,111
MJM00013461,2007-04-03,TMAX,170
MJM00013463,2013-12-21,TMAX,136
MJM00013363,2012-03-29,TMIN,-19
RIE00100814,2010-08-24,TMIN,140
MJM00013461,2005-08-29,TMAX,328
BKM00014648,2007-06-09,TMAX,316
BKM00014657,2008-09-22,TMIN,133
MJM00013363,2010-08-25,TMIN,116
MJM00013463,2006-04-20,TMAX,224
MJM00013363,2008-12-23,TMIN,3
BKM00014654,2015-10-19,TMAX,139
RIE00100814,2010-06-11,TMAX,344
MJM00013363,2007-02-11,TMIN,37
BKM00014652,2010-08-09,TMAX,126
BKM00014652,2013-12-01,TMIN,-82
RIE00100814,2014-12-12,TMAX,64
MJM00013459,2006-12-22,TMAX,43
BKM00014648,2008-04-22,TMAX,156
BKM00014654,2014-11-11,TMAX,151
BKM00014657,2013-01-18,TMAX,100
BKM00014648,2012-02-26,TMAX,122
BKM00014648,2014-03-18,TMAX,240
MJM00013459,2011-07-28,TMAX,270
BKM00014654,2011-07-09,TMIN,166
MJM00013461,2005-05-19,TMAX,232
BKM00014652,2006-03-04,TMAX,-22
MK000013577,2006-08-08,TMAX,190
MJM00013459,2012-09-05,TMAX,300
ALM00013615,2015-08-01,TMAX,363
BKM00014652,2011-09-07,TMAX,129
BKM00014654,2008-07-01,TMAX,296
MJM00013461,2008-05-29,TMIN,181
MJM00013461,2009-06-04,TMIN,147
MJM00013461,2005-05-31,TMIN,165
BKM00014657,2015-05-30,TMAX,280
BKM00014654,2014-11-11,TMIN,69
MJM00013461,2009-07-24,TMIN,208
MJM00013363,2015-02-19,TMIN,-130
BKM00014652,2013-10-13,TMIN,70
BKM00014657,2014-04-10,TMAX,169
BKM00014652,2011-09-07,TMIN,70
MJM00013363,2005-12-28,TMAX,128
MJM00013363,2005-07-15,TMAX,232
MJM00013461,2013-09-22,TMAX,260
BKM00014648,2008-05-12,TMAX,266
MJM00013463,2012-09-21,TMAX,253
BKM00014654,2010-02-11,TMAX,17
MJM00013461,2011-02-21,TMAX,117
MK000013577,2012-12-25,TMAX,151
MK000013577,2006-08-08,TMIN,102
MJM00013363,2014-10-02,TMAX,210
MJM00013363,2011-07-23,TMIN,97
MJM00013461,2006-04-30,TMIN,131
MJM00013463,2014-11-24,TMIN,23
BKM00014657,2014-04-10,TMIN,90
MK000013577,2009-01-13,TMAX,8
MJM00013463,2011-09-05,TMAX,359
MJM00013463,2011-07-14,TMAX,379
MJM00013363,2012-02-20,TMAX,79
MJM00013461,2008-05-29,TMAX,299
BKM00014652,2006-08-25,TMIN,78
BKM00014648,2011-10-10,TMAX,172
MJM00013363,2011-07-23,TMAX,194
MJM00013459,2013-12-22,TMAX,124
MJM00013363,2015-02-19,TMAX,71
MJM00013463,2009-05-04,TMAX,247
MJM00013461,2010-05-22,TMIN,155
MKM00013588,2015-10-26,TMIN,30
BKM00014648,2006-12-19,TMAX,104
MJM00013363,2010-03-07,TMIN,-126
MJM00013463,2014-08-04,TMIN,214
BKM00014654,2007-02-06,TMIN,-36
BKM00014654,2013-01-09,TMAX,23
MJM00013463,2011-09-05,TMIN,219
BKM00014654,2015-11-25,TMAX,6
BKM00014654,2012-12-09,TMAX,-38
BKM00014654,2013-01-09,TMIN,-20
MJM00013461,2010-08-22,TMAX,331
MK000013577,2006-09-03,TMAX,222
BKM00014654,2015-11-25,TMIN,-5
MJM00013459,2011-12-22,TMIN,-7
RIE00100814,2014-05-22,TMAX,290
MJM00013463,2008-04-30,TMIN,113
MJM00013463,2005-05-31,TMIN,175
BKM00014654,2011-12-13,TMIN,77
MJM00013461,2008-11-21,TMIN,103
MJM00013463,2010-03-07,TMAX,107
BKM00014652,2013-07-03,TMIN,83
BKM00014654,2007-07-31,TMIN,116
MJM00013459,2015-02-01,TMIN,-4
BKM00014654,2007-02-06,TMAX,108
MJM00013463,2010-08-13,TMIN,223
BKM00014654,2012-12-09,TMIN,-96
BKM00014652,2012-09-30,TMAX,159
MJM00013459,2015-02-01,TMAX,51
MK000013577,2011-05-08,TMAX,146
BKM00014657,2014-07-02,TMAX,294
MK000013577,2012-04-04,TMAX,128
MJM00013463,2010-03-07,TMIN,-14
MJM00013459,2014-03-25,TMAX,95
MJM00013363,2012-10-18,TMAX,250
MJM00013459,2013-12-22,TMIN,-34
BKM00014652,2013-10-13,TMAX,86
BKM00014654,2013-06-27,TMIN,117
MJM00013459,2010-07-04,TMAX,279
BKM00014648,2011-01-23,TMAX,57
MJM00013363,2011-05-13,TMIN,19
BKM00014648,2009-05-31,TMIN,110
MJM00013363,2007-10-30,TMIN,30
MJM00013463,2006-03-08,TMAX,88
BKM00014654,2013-06-27,TMAX,170
BKM00014652,2006-03-16,TMAX,-43
BKM00014652,2006-03-16,TMIN,-64
MJM00013363,2011-05-13,TMAX,227
BKM00014648,2015-04-05,TMAX,85
MJM00013461,2012-06-23,TMIN,226
MJM00013461,2009-07-24,TMAX,307
MJM00013459,2014-03-25,TMIN,19
MJM00013363,2008-05-23,TMAX,195
BKM00014652,2006-08-25,TMAX,121
MK000013577,2013-06-23,TMIN,125
MJM00013463,2010-04-21,TMAX,231
MJM00013459,2009-07-24,TMAX,326
MJM00013463,2014-08-04,TMAX,334
ALM00013615,2015-09-06,TMAX,303
MJM00013461,2013-09-22,TMIN,191
MK000013577,2008-12-08,TMAX,12
MJM00013463,2006-10-31,TMAX,186
MJM00013363,2010-07-29,TMIN,122
RIE00100814,2012-09-25,TMAX,318
BKM00014648,2011-10-30,TMIN,109
MJM00013459,2007-07-21,TMIN,191
MK000013577,2007-12-23,TMAX,90
BKM00014648,2014-01-01,TMIN,91
BKM00014654,2010-11-17,TMAX,141
RIE00100814,2010-03-11,TMIN,-2
MJM00013363,2010-07-29,TMAX,276
BKM00014654,2015-09-10,TMAX,146
RIE00100814,2010-03-11,TMAX,93
MK000013577,2011-07-10,TMIN,132
BKM00014657,2011-02-27,TMIN,32
MK000013577,2010-12-15,TMAX,-43
MJM00013463,2007-08-09,TMIN,202
MK000013577,2011-10-03,TMIN,53
MJM00013461,2013-12-31,TMAX,153
MJM00013463,2006-12-20,TMIN,47
BKM00014654,2005-05-19,TMAX,184
MJM00013463,2006-12-20,TMAX,91
MJM00013363,2012-06-15,TMAX,276
MJM00013463,2012-09-21,TMIN,118
BKM00014648,2012-07-13,TMIN,222
MJM00013459,2011-03-06,TMAX,100
MJM00013461,2013-06-17,TMIN,200
BKM00014648,2011-04-13,TMAX,195
MJM00013461,2014-04-10,TMIN,126
MJM00013363,2011-04-02,TMIN,32
RIE00100814,2009-05-02,TMAX,180
MJM00013463,2010-04-15,TMIN,114
BKM00014654,2012-02-20,TMIN,-5
MK000013577,2012-07-08,TMAX,283
BKM00014657,2015-04-21,TMIN,123
BKM00014657,2015-04-21,TMAX,205
MJM00013363,2012-08-02,TMIN,119
MJM00013461,2008-04-02,TMAX,188
RIE00100814,2005-01-31,TMIN,-66
ALM00013615,2014-12-14,TMIN,11
MJM00013363,2007-10-20,TMAX,34
MK000013577,2014-03-01,TMIN,-16
MJM00013463,2015-07-30,TMIN,249
MJM00013461,2010-07-23,TMIN,232
BKM00014648,2013-03-15,TMAX,47
BKM00014657,2015-09-20,TMAX,272
MK000013577,2009-01-13,TMIN,-34
MK000013577,2011-07-10,TMAX,280
MJM00013363,2008-09-02,TMIN,111
MJM00013461,2010-07-23,TMAX,316
MJM00013463,2010-08-13,TMAX,379
MJM00013363,2011-04-02,TMAX,168
BKM00014648,2011-03-31,TMAX,232
MJM00013363,2013-10-13,TMAX,254
BKM00014652,2010-08-09,TMIN,74
MJM00013363,2005-08-28,TMIN,128
BKM00014654,2006-02-21,TMAX,96
MJM00013363,2006-12-22,TMAX,-10
MK000013577,2007-12-23,TMIN,-37
BKM00014654,2006-02-21,TMIN,38
MJM00013461,2009-05-06,TMAX,226
BKM00014654,2010-02-11,TMIN,-18
MJM00013459,2011-10-03,TMIN,92
MK000013577,2012-12-25,TMIN,15
BKM00014648,2011-03-31,TMIN,80
MK000013577,2012-07-08,TMIN,138
ALM00013615,2007-08-02,TMAX,310
MJM00013463,2009-05-04,TMIN,136
MK000013577,2009-12-14,TMIN,-43
BKM00014648,2006-12-19,TMIN,40
MJM00013363,2007-12-21,TMAX,-10
MJM00013363,2012-02-20,TMIN,1
MJM00013463,2012-02-19,TMAX,63
BKM00014652,2008-08-22,TMIN,140
MJM00013459,2012-02-21,TMIN,6
MJM00013363,2012-10-31,TMIN,-12
MJM00013463,2012-02-19,TMIN,-27
MJM00013363,2012-12-23,TMAX,-1
MJM00013461,2011-02-21,TMIN,85
BKM00014648,2015-02-05,TMIN,52
BKM00014652,2008-08-22,TMAX,195
MK000013577,2009-12-14,TMAX,5
BKM00014652,2005-04-19,TMAX,-3
MJM00013363,2011-02-28,TMAX,82
RIE00100814,2006-05-14,TMAX,241
MK000013577,2015-05-15,TMIN,64
MJM00013363,2012-12-23,TMIN,-102
RIE00100814,2013-05-10,TMAX,275
BKM00014648,2006-05-17,TMAX,269
MJM00013463,2010-04-15,TMAX,166
MJM00013363,2014-01-29,TMAX,96
MJM00013363,2005-03-18,TMAX,165
BKM00014648,2006-05-17,TMIN,124
ALM00013615,2015-09-10,TMAX,244
RIE00100814,2006-05-14,TMIN,86
MK000013577,2011-01-21,TMAX,23
MJM00013459,2012-09-05,TMIN,127
MJM00013363,2005-08-28,TMAX,268
MJM00013363,2005-07-15,TMIN,106
MJM00013363,2005-11-11,TMAX,108
MJM00013463,2007-05-30,TMAX,204
MJM00013363,2005-03-18,TMIN,-46
BKM00014654,2011-12-13,TMAX,119
MJM00013463,2007-08-09,TMAX,352
MJM00013461,2014-08-07,TMAX,302
BKM00014654,2012-12-23,TMAX,4
MJM00013463,2005-01-16,TMIN,38
BKM00014652,2012-10-14,TMIN,43
BKM00014657,2009-01-30,TMIN,60
MJM00013459,2011-10-03,TMAX,256
MJM00013461,2014-04-10,TMAX,192
BKM00014648,2008-05-12,TMIN,136
BKM00014652,2005-04-19,TMIN,-44
BKM00014654,2011-12-29,TMAX,2
MJM00013461,2009-07-14,TMIN,186
MJM00013363,2012-03-02,TMIN,-34
BKM00014654,2008-07-11,TMAX,331
MJM00013363,2009-07-17,TMIN,168
MK000013577,2012-09-04,TMIN,110
BKM00014654,2015-08-31,TMAX,356
BKM00014648,2008-06-28,TMIN,231
MJM00013461,2012-03-02,TMIN,70
ALM00013615,2014-05-22,TMAX,286
MJM00013461,2012-03-02,TMAX,156
MJM00013463,2009-07-29,TMIN,213
MJM00013461,2009-04-16,TMIN,93
BKM00014648,2008-06-28,TMAX,379
ALM00013615,2013-02-15,TMIN,4
MJM00013461,2009-12-05,TMIN,117
BKM00014657,2015-06-01,TMIN,160
MJM00013461,2011-01-10,TMIN,69
MJM00013461,2010-06-29,TMIN,210
RIE00100814,2011-02-09,TMAX,105
MJM00013461,2007-09-17,TMAX,276
MJM00013459,2011-06-25,TMAX,210
BKM00014648,2012-03-21,TMIN,119
MJM00013459,2013-08-26,TMIN,131
MJM00013463,2015-03-26,TMIN,112
MK000013577,2008-12-11,TMIN,-5
MJM00013363,2007-12-18,TMAX,-18
BKM00014654,2015-08-31,TMIN,164
MJM00013463,2005-03-16,TMAX,214
MJM00013363,2005-01-28,TMIN,-79
MJM00013363,2012-03-20,TMAX,190
MK000013577,2014-06-03,TMIN,23
MJM00013459,2013-08-26,TMAX,244
BKM00014652,2007-11-24,TMIN,4
MJM00013461,2007-12-15,TMAX,57
BKM00014654,2010-12-07,TMIN,100
MJM00013461,2013-07-29,TMAX,311
BKM00014652,2007-11-18,TMIN,-114
RIE00100814,2009-11-25,TMAX,149
BKM00014652,2014-02-02,TMAX,-4
MJM00013363,2013-03-04,TMAX,100
BKM00014648,2012-03-21,TMAX,260
RIE00100814,2009-05-12,TMAX,291
BKM00014652,2007-06-18,TMAX,146
RIE00100814,2010-04-25,TMAX,180
MJM00013459,2007-12-21,TMAX,97
MJM00013459,2008-06-30,TMIN,171
ALM00013615,2014-05-22,TMIN,134
MJM00013463,2009-07-29,TMAX,371
MJM00013363,2009-07-17,TMAX,308
MJM00013461,2013-04-09,TMAX,175
RIE00100814,2009-05-12,TMIN,117
MJM00013461,2013-04-09,TMIN,102
MJM00013363,2006-10-06,TMAX,163
MK000013577,2015-06-07,TMAX,205
MJM00013461,2009-12-05,TMAX,194
BKM00014654,2013-03-03,TMIN,-28
RIE00100814,2011-09-03,TMAX,320
BKM00014654,2008-10-23,TMAX,154
MJM00013459,2011-07-09,TMIN,163
RIE00100814,2005-03-05,TMIN,-10
RIE00100814,2005-03-05,TMAX,95
MJM00013461,2011-01-10,TMAX,160
MJM00013363,2012-04-13,TMIN,-4
MJM00013461,2009-07-19,TMAX,289
RIE00100814,2013-04-19,TMAX,205
MJM00013459,2013-07-18,TMAX,304
MJM00013363,2011-04-26,TMAX,173
BKM00014648,2005-02-27,TMAX,76
MJM00013363,2011-04-26,TMIN,67
BKM00014654,2008-01-26,TMIN,-52
MK000013577,2015-06-07,TMIN,77
BKM00014654,2008-01-26,TMAX,76
MJM00013463,2013-07-06,TMIN,255
BKM00014652,2006-03-08,TMIN,-164
MJM00013461,2009-07-19,TMIN,207
MJM00013363,2013-10-27,TMAX,266
MJM00013363,2013-10-27,TMIN,19
MJM00013463,2011-09-19,TMAX,315
BKM00014657,2011-09-18,TMIN,222
RIE00100814,2015-08-15,TMAX,366
MK000013577,2014-05-06,TMAX,127
BKM00014652,2006-03-08,TMAX,-136
MJM00013463,2014-01-30,TMAX,120
MJM00013463,2006-05-12,TMIN,96
BKM00014652,2014-03-16,TMIN,-66
MJM00013363,2009-01-27,TMAX,69
MJM00013463,2005-03-16,TMIN,82
BKM00014654,2015-04-05,TMIN,5
MK000013577,2010-04-16,TMAX,134
BKM00014654,2013-12-24,TMIN,-41
BKM00014657,2015-06-25,TMAX,258
BKM00014652,2005-04-01,TMIN,-68
MJM00013461,2009-04-16,TMAX,199
RIE00100814,2009-11-28,TMAX,176
MJM00013461,2007-09-17,TMIN,152
MK000013577,2009-08-08,TMIN,100
BKM00014652,2008-06-19,TMAX,105
MK000013577,2009-08-08,TMAX,224
BKM00014652,2013-03-28,TMIN,-64
MJM00013459,2013-12-13,TMIN,-10
MJM00013363,2009-01-27,TMIN,6
MK000013577,2010-12-06,TMIN,-27
MJM00013459,2008-03-31,TMAX,180
MJM00013459,2013-12-13,TMAX,159
MJM00013461,2013-07-29,TMIN,220
MK000013577,2011-07-07,TMIN,93
MJM00013363,2013-04-16,TMIN,-17
BKM00014648,2006-10-26,TMAX,255
MJM00013459,2015-07-01,TMIN,138
MJM00013463,2013-07-06,TMAX,348
BKM00014648,2006-10-26,TMIN,125
BKM00014652,2008-06-19,TMIN,63
MJM00013463,2009-12-13,TMAX,81
RIE00100814,2013-11-13,TMAX,168
BKM00014657,2015-06-25,TMIN,155
MJM00013459,2006-05-15,TMIN,80
MK000013577,2009-11-07,TMIN,78
MJM00013363,2007-07-16,TMAX,331
MJM00013363,2005-03-16,TMIN,-34
MJM00013463,2011-08-11,TMIN,200
MJM00013459,2006-11-14,TMIN,-24
BKM00014652,2006-11-29,TMAX,61
MK000013577,2013-06-18,TMIN,124
MJM00013363,2011-11-07,TMAX,177
MK000013577,2011-02-24,TMAX,-17
MJM00013363,2007-02-08,TMAX,123
RIE00100814,2011-01-26,TMAX,-27
MJM00013363,2007-07-16,TMIN,104
MK000013577,2013-06-18,TMAX,260
MJM00013463,2011-06-14,TMAX,310
MJM00013463,2008-02-08,TMAX,118
BKM00014648,2005-06-23,TMAX,341
MJM00013363,2012-03-20,TMIN,-6
MJM00013363,2012-07-14,TMIN,114
MJM00013363,2014-08-17,TMAX,198
BKM00014648,2012-11-28,TMIN,111
RIE00100814,2010-03-22,TMIN,100
MK000013577,2011-05-28,TMIN,82
RIE00100814,2010-03-22,TMAX,215
RIE00100814,2009-02-16,TMIN,-44
MJM00013363,2008-04-22,TMAX,161
RIE00100814,2009-08-24,TMIN,182
MJM00013459,2011-07-09,TMAX,327
BKM00014657,2008-12-28,TMIN,45
BKM00014652,2013-02-02,TMIN,-36
MK000013577,2009-11-07,TMAX,116
BKM00014654,2008-12-12,TMAX,106
BKM00014652,2011-06-09,TMAX,98
ALM00013615,2014-06-20,TMIN,147
MK000013577,2014-05-06,TMIN,16
RIE00100814,2007-08-19,TMAX,330
MJM00013363,2006-01-10,TMIN,-95
RIE00100814,2005-03-17,TMAX,225
BKM00014654,2008-09-16,TMIN,65
MK000013577,2011-01-22,TMAX,3
MJM00013463,2010-08-22,TMIN,256
MJM00013463,2010-08-22,TMAX,351
RIE00100814,2009-11-28,TMIN,70
MJM00013461,2007-12-22,TMAX,139
MJM00013363,2008-09-06,TMAX,333
BKM00014648,2012-11-28,TMAX,179
MJM00013459,2006-05-15,TMAX,210
MJM00013363,2009-08-01,TMIN,121
RIE00100814,2009-08-24,TMAX,265
MJM00013459,2006-11-14,TMAX,146
MJM00013363,2005-03-16,TMAX,129
MJM00013459,2011-05-17,TMIN,81
MJM00013463,2012-12-31,TMAX,133
BKM00014652,2014-08-16,TMAX,109
MJM00013461,2007-05-14,TMIN,154
RIE00100814,2012-07-11,TMAX,362
BKM00014648,2011-08-26,TMAX,395
MJM00013459,2008-05-19,TMIN,90
MK000013577,2006-12-23,TMIN,-92
MK000013577,2009-11-16,TMIN,20
MJM00013461,2014-03-18,TMIN,84
MJM00013461,2008-01-27,TMAX,140
BKM00014652,2007-06-18,TMIN,89
MJM00013461,2007-05-14,TMAX,278
MK000013577,2009-11-16,TMAX,108
MJM00013459,2006-11-25,TMIN,6
MJM00013363,2007-02-08,TMIN,26
BKM00014654,2010-12-07,TMAX,141
BKM00014648,2011-05-15,TMIN,122
MK000013577,2007-09-25,TMIN,49
MJM00013459,2005-10-25,TMAX,208
RIE00100814,2015-11-19,TMIN,23
MJM00013461,2007-12-15,TMIN,10
BKM00014654,2014-08-31,TMAX,282
BKM00014648,2008-05-24,TMIN,126
RIE00100814,2009-02-16,TMAX,7
BKM00014657,2015-06-01,TMAX,264
MK000013577,2014-06-03,TMAX,169
BKM00014652,2007-11-18,TMAX,-65
MJM00013459,2011-05-17,TMAX,167
RIE00100814,2006-01-25,TMAX,-89
BKM00014652,2013-02-02,TMAX,-1
MJM00013463,2008-07-25,TMIN,160
BKM00014648,2008-05-24,TMAX,268
MJM00013463,2015-04-17,TMIN,98
MJM00013459,2006-11-25,TMAX,146
RIE00100814,2014-06-05,TMAX,264
MJM00013463,2006-05-12,TMAX,244
MJM00013461,2007-06-21,TMIN,222
BKM00014654,2008-09-16,TMAX,86
BKM00014657,2009-08-19,TMIN,232
MJM00013363,2007-01-09,TMAX,-2
MJM00013461,2007-08-15,TMIN,198
MJM00013363,2015-05-11,TMIN,41
MK000013577,2007-09-25,TMAX,183
MJM00013461,2014-03-18,TMAX,189
MJM00013363,2009-03-16,TMAX,82
BKM00014654,2008-10-23,TMIN,62
BKM00014654,2007-07-21,TMAX,368
MJM00013363,2006-03-12,TMAX,35
BKM00014652,2008-10-29,TMIN,51
MK000013577,2006-12-23,TMAX,23
BKM00014657,2010-12-24,TMIN,141
MK000013577,2010-04-16,TMIN,50
BKM00014648,2011-08-26,TMIN,231
BKM00014648,2005-06-23,TMIN,177
ALM00013615,2008-02-25,TMAX,201
MJM00013363,2008-10-30,TMAX,203
MK000013577,2012-04-05,TMAX,148
BKM00014652,2014-11-20,TMAX,-38
MK000013577,2014-07-25,TMIN,111
MJM00013461,2008-10-19,TMAX,237
BKM00014652,2008-08-10,TMAX,73
RIE00100814,2009-11-06,TMIN,74
BKM00014652,2005-03-02,TMAX,-85
BKM00014654,2010-11-04,TMAX,206
ALM00013615,2014-08-31,TMIN,168
MJM00013459,2005-11-12,TMIN,21
BKM00014652,2008-08-10,TMIN,35
BKM00014654,2005-01-26,TMAX,-30
ALM00013615,2014-08-31,TMAX,310
BKM00014654,2006-11-27,TMIN,4
RIE00100814,2005-12-24,TMAX,37
RIE00100814,2006-12-17,TMIN,-10
BKM00014657,2014-09-11,TMIN,186
BKM00014652,2013-02-11,TMAX,-60
BKM00014652,2006-11-15,TMIN,38
BKM00014648,2005-10-01,TMIN,142
MJM00013363,2005-02-01,TMIN,-76
BKM00014654,2007-09-18,TMAX,280
RIE00100814,2013-02-20,TMIN,20
BKM00014654,2009-05-10,TMAX,267
MJM00013363,2005-02-01,TMAX,-7
BKM00014654,2013-09-04,TMIN,125
MJM00013459,2009-04-21,TMIN,95
MJM00013363,2005-07-27,TMAX,313
BKM00014654,2005-01-26,TMIN,-51
ALM00013615,2012-10-16,TMAX,227
MJM00013363,2010-08-10,TMIN,94
RIE00100814,2006-12-17,TMAX,83
BKM00014648,2006-08-08,TMIN,162
BKM00014652,2011-02-27,TMIN,-64
MJM00013459,2009-05-11,TMIN,107
RIE00100814,2005-12-24,TMIN,-7
BKM00014652,2011-09-18,TMAX,149
BKM00014648,2005-01-17,TMIN,23
MJM00013463,2015-11-04,TMIN,32
MJM00013459,2009-05-11,TMAX,228
BKM00014657,2014-09-11,TMAX,226
BKM00014652,2006-03-07,TMIN,-157
ALM00013615,2015-09-11,TMAX,266
MJM00013463,2008-03-20,TMIN,40
BKM00014648,2005-08-13,TMIN,202
BKM00014648,2008-10-04,TMAX,203
MKM00013588,2015-11-15,TMIN,60
BKM00014648,2013-04-29,TMIN,120
BKM00014648,2009-02-08,TMAX,138
BKM00014648,2008-08-15,TMAX,401
MJM00013463,2007-08-15,TMAX,373
